Unnamed: 0,cell_type,pt_root_id,pt_x,pt_y,pt_z
42615,4P,864691135945539876,317264,160288,22644
42616,4P,864691136582368674,319040,161104,23319
42617,5P-ET,864691135366959865,320032,173728,23235
42618,4P,864691135415624378,326160,162976,24139
42619,5P-IT,864691135748557865,321808,168448,22800
42620,5P-IT,864691135680379540,322176,174656,23082
42621,5P-IT,864691136020271352,323712,175312,22947
42622,4P,864691135385235285,325712,161856,22994
42623,4P,864691136534850210,311280,162016,24045
42624,5P-IT,864691135303169447,312944,172800,23659
42625,4P,864691135334540009,312928,163776,24073
42626,5P-IT,864691135564676695,313232,175696,23504
42627,5P-IT,864691136194102230,313568,169872,23587
42628,4P,864691136740493404,313872,164304,23864
42629,4P,864691135732250260,314704,161968,23471
42630,4P,864691135334572265,317200,162416,24134
42631,5P-IT,864691135497669395,321088,176096,24004
42632,4P,864691135704927636,322256,161792,24015
42633,5P-IT,864691135570797037,323952,168128,23591
42634,5P-IT,864691136023773241,326368,173584,23725
42635,4P,864691135815480143,326960,161712,23370
42636,5P-IT,864691135807248925,327232,170656,24082
42637,4P,864691135517375370,327504,169664,23515
42638,4P,864691135738255764,312240,160048,24190
42639,5P-IT,864691135348268247,313888,171936,24483
42640,5P-IT,864691135807302429,314224,164496,24526
42641,5P-IT,864691135538225778,322496,165984,26320
42642,5P-IT,864691135704197780,314880,171056,24198
42643,5P-IT,864691136056389848,318736,170464,24243
42644,5P-IT,864691135736487316,320608,167952,24208
42645,5P-ET,864691135472074290,320320,176400,24357
42646,5P-IT,864691135730142905,326192,168704,24902
42647,4P,864691136194319948,327040,162064,24691
42648,5P-IT,864691135585142908,327696,169568,24345
42649,5P-IT,864691135945472548,312800,163200,25635
42650,5P-IT,864691135994567594,313488,161488,25315
42651,5P-IT,864691135998239690,315040,173040,25019
42652,5P-IT,864691136001700554,313664,174144,25728
42653,4P,864691135103990093,316464,162464,25018
42654,5P-IT,864691136296676123,318096,169088,24967
42655,5P-IT,864691135737381524,320224,174032,25452
42656,5P-IT,864691135939351041,320528,167456,25167
42657,5P-ET,864691136536191650,321472,169344,25245
42658,5P-IT,864691135732360084,322400,171376,25024
42659,5P-IT,864691136538557090,327984,169056,25043
42660,5P-IT,864691136547230882,311344,168656,26448
42661,5P-IT,864691135212841344,327616,167264,25883
42662,5P-IT,864691135736490132,321968,169408,26106
42663,5P-IT,864691136557496226,323920,169968,25740
42664,5P-IT,864691135385294677,324928,172912,26184
42665,5P-IT,864691136002637514,313168,175392,27088
42666,5P-IT,864691135738570132,315296,175632,26854
42667,5P-IT,864691136812049779,320656,174752,22667
42668,5P-IT,864691135462451357,323472,162464,25630
42669,5P-IT,864691135975633475,322240,176128,22792
42670,5P-IT,864691136123701030,316848,174976,26497
42671,4P,864691136020250104,317744,165856,27046
42672,5P-IT,864691135684372407,325056,168704,25425
42673,5P-ET,864691135593860395,320752,165296,25745
42674,5P-ET,864691135697649685,324864,164944,23003
42675,4P,864691135207946105,315696,163472,24223
42676,5P-IT,864691135233415001,314992,161104,26200
42677,5P-IT,864691136100100213,324816,167104,26203
42680,4P,864691135118143453,320400,162864,24659
42681,5P-IT,864691134940260451,143360,207040,20544
42682,5P-IT,864691135850869703,320096,166032,23991
42683,5P-IT,864691136536816546,318592,166464,26734
42684,5P-IT,864691136558481314,320304,171424,27168
42686,4P,864691136538572706,322592,160720,26489
42687,5P-IT,864691135735889812,327312,163200,27021
42688,5P-IT,864691136535206562,311264,167360,27520
42689,5P-IT,864691136521710737,319104,162464,26902
42690,5P-IT,864691136554805666,313904,169280,27289
42691,5P-IT,864691136556232098,316016,163360,27269
42692,5P-IT,864691135782425395,316592,170512,27534
42693,4P,864691136555443618,316832,163680,27592
42694,4P,864691135679137172,320672,163312,27334
42695,5P-IT,864691136136590717,312384,185408,15321
42696,5P-IT,864691136951577055,313376,192384,15529
42697,5P-IT,864691135269734309,316160,180384,15686
42698,5P-IT,864691136951631839,317648,183440,15656
42699,5P-IT,864691135720592788,319648,178000,15478
42700,5P-IT,864691135488238394,321936,183424,15331
42701,5P-IT,864691136560361890,323008,177648,15178
42702,5P-IT,864691135415494074,324912,183264,15148
42703,5P-IT,864691136050848499,311568,190352,16201
42704,5P-IT,864691135497644051,314640,192160,16322
42705,5P-IT,864691136740429916,317072,191968,15743
42706,5P-IT,864691135337733862,318048,180976,16156
42707,5P-IT,864691135864750812,319088,191408,16294
42708,5P-IT,864691135807248669,320832,178192,15783
42709,5P-IT,864691135807302941,321712,181472,16037
42710,5P-ET,864691136020283640,322080,181248,16341
42711,5P-IT,864691135692741567,321760,192432,15976
42712,5P-IT,864691135945452068,323680,192032,16386
42713,5P-IT,864691136084072556,324960,185536,16082
42714,5P-IT,864691135997542346,325296,192720,15907
42715,4P,864691136551497378,326672,186560,16106
42716,5P-ET,864691135738426772,326752,178928,15805
42717,5P-IT,864691135348305111,312144,176848,16887
42718,5P-IT,864691136039393534,311808,192192,16629
42720,5P-IT,864691136539726242,315344,180432,16591
42721,5P-IT,864691135517354378,318688,180496,16504
42722,5P-IT,864691136740473948,323984,190480,17002
42723,5P-IT,864691135644621039,327104,182816,17166
42724,5P-IT,864691135446630996,327664,186976,16790
42725,5P-IT,864691135366977017,311712,180864,17512
42726,5P-IT,864691135739624852,313408,178768,17545
42727,5P-IT,864691135181702146,313856,185760,17533
42728,5P-IT,864691136328952810,314032,189440,17968
42729,5P-IT,864691136539981730,315360,183520,17314
42730,5P-IT,864691135807207197,317024,183776,17536
42731,5P-IT,864691135194435114,317968,183056,17347
42732,5P-IT,864691136194200552,319152,181808,17665
42733,5P-IT,864691135360149063,321552,177088,17303
42734,5P-NP,864691135937204228,322992,183840,17699
42735,5P-IT,864691135278232481,325216,189264,17447
42736,5P-IT,864691136922752484,315296,179600,18345
42737,5P-IT,864691135334501865,315248,191008,18767
42738,6P-IT,864691135568909190,314304,204528,15331
42739,5P-IT,864691135382968043,314464,195552,15452
42740,5P-IT,864691135614143179,314576,200000,15664
42741,5P-ET,864691136008709548,319648,192944,17839
42742,5P-ET,864691135888800905,315728,186160,16256
42744,5P-ET,864691136390706303,324800,178912,16572
42745,5P-IT,864691135876344403,314416,180528,18528
42747,6P-IT,864691135337700838,315488,207856,15178
42748,6P-IT,864691136553098402,319536,208160,15658
42749,6P-IT,864691135462758462,320272,205632,15119
42750,6P-IT,864691135777125821,320832,206672,15309
42751,5P-IT,864691135337724390,322112,192912,15241
42752,5P-IT,864691135758501710,324128,195040,15657
42753,5P-IT,864691136973681436,324240,195248,15357
42754,5P-IT,864691135478326214,325120,205056,15239
42755,6P-IT,864691135776560992,325312,200928,15370
42756,5P-IT,864691135360145479,327056,193552,15584
42757,6P-IT,864691135132650912,327344,201824,15479
42759,5P-IT,864691135081670391,312048,196240,16436
42760,5P-IT,864691135638975291,314144,200784,15967
42761,5P-IT,864691135012380662,314608,197072,15901
42762,5P-IT,864691135103987021,314592,207248,16196
42763,6P-IT,864691135988365568,316256,205904,16301
42764,6P-IT,864691135293080332,316752,203376,16320
42765,5P-IT,864691135654067138,316912,193328,16192
42766,6P-IT,864691135809475532,317360,204848,15826
42767,5P-IT,864691136311750973,317984,200000,15981
42768,5P-NP,864691136004793802,318592,198304,16455
42769,5P-IT,864691135771622651,320272,204752,16343
42770,5P-IT,864691135012485110,321248,204160,15857
42771,6P-IT,864691136194338380,323232,205472,16336
42772,5P-IT,864691135866395670,326944,194400,16414
42773,5P-IT,864691135609458695,327776,201408,16335
42774,6P-IT,864691135407293129,327632,207248,15803
42775,6P-IT,864691136237503548,311616,206320,16524
42776,6P-IT,864691135256148399,312160,208032,17113
42777,6P-CT,864691135975474243,312112,197680,16825
42778,6P-IT,864691135683979959,315424,207968,17055
42779,5P-IT,864691135873624462,315536,200960,16816
42780,5P-IT,864691135348302551,316192,203696,16591
42781,5P-IT,864691135909769385,317968,199072,17162
42782,5P-IT,864691135617763471,318944,200896,16933
42783,5P-IT,864691135269749669,318960,194464,16675
42784,5P-IT,864691135644597231,320336,204288,17007
42785,6P-IT,864691135883855216,320816,207312,17078
42786,5P-IT,864691136535903906,322016,198288,16677
42787,6P-IT,864691135687622292,324800,203632,16904
42788,5P-IT,864691136567415970,324864,206944,16999
42789,5P-IT,864691135837197971,325056,200288,16777
42790,6P-CT,864691135644620783,313824,208528,17520
42791,6P-IT,864691136008425900,315040,207216,17300
42792,6P-IT,864691135502048949,315632,205792,17820
42793,5P-IT,864691135348304855,315872,193312,17854
42794,5P-IT,864691135212655744,316032,197888,17980
42795,6P-IT,864691135695979930,317264,203456,17664
42796,5P-IT,864691135738722452,318624,196976,17549
42797,6P-IT,864691135194425130,320576,208608,17386
42798,6P-IT,864691135212685184,321856,202288,17370
42799,6P-IT,864691135488236858,321632,204224,17987
42800,6P-IT,864691135269726885,323968,207632,17937
42801,5P-IT,864691136175006214,324352,197120,17888
42802,5P-IT,864691135490607079,326064,200944,17887
42803,6P-IT,864691135544396840,327232,202064,17373
42804,5P-IT,864691135992138186,311984,196896,18263
42805,5P-IT,864691136925355082,312464,203984,18390
42806,5P-IT,864691135570691053,314080,195424,18420
42807,6P-IT,864691136134435467,315792,202704,18168
42808,5P-NP,864691136237480252,316112,200944,18332
42809,5P-NP,864691135753641677,320096,192960,18398
42810,5P-IT,864691135341166001,322000,193616,18717
42811,5P-IT,864691136108922552,322032,206816,18510
42812,5P-IT,864691135323221916,316192,195664,16965
42813,5P-IT,864691136334214579,318800,193680,16939
42814,5P-IT,864691135013264534,322752,193568,18529
42815,5P-IT,864691135474988352,324416,196960,16284
42816,5P-IT,864691135609447943,323280,205680,18415
42817,6P-IT,864691135474719552,323728,202240,18664
42818,5P-IT,864691135462732094,323888,208512,18575
42819,5P-IT,864691136004348874,324672,195568,18717
42820,5P-IT,864691135181759746,325648,193632,18131
42821,5P-IT,864691136123676966,311600,194928,19080
42822,5P-IT,864691135864059774,312368,197392,19535
42824,5P-NP,864691136136611709,313120,197680,18867
42826,6P-IT,864691135462305693,316528,202032,19018
42827,5P-IT,864691136618485133,317120,199728,19450
42828,6P-IT,864691136723380477,319168,208096,19448
42829,5P-IT,864691135385239125,319616,202928,18802
42830,5P-IT,864691136084214380,320240,196432,18938
42831,5P-IT,864691136008581550,320672,193072,19303
42832,5P-IT,864691135692803007,322256,205712,18970
42833,5P-IT,864691135974007242,322592,200464,18942
42834,5P-IT,864691135909756073,323040,194256,19383
42835,5P-NP,864691136378755541,324528,194384,19079
42836,5P-IT,864691135994703050,312112,193280,20143
42837,5P-IT,864691136534912930,312448,196912,20108
42838,6P-IT,864691135474657344,313008,207184,20091
42839,6P-IT,864691135988837578,313744,205168,20025
42840,5P-IT,864691135474716224,315824,204656,20246
42841,5P-IT,864691135117912285,316768,200864,20099
42842,5P-IT,864691135501570370,319120,193648,19781
42843,5P-IT,864691135780804432,319648,199904,19639
42844,5P-NP,864691135454088042,321632,198880,20215
42845,6P-CT,864691136099827317,322240,206544,20211
42846,5P-IT,864691136541428386,322960,202864,19838
42847,6P-IT,864691136594522018,326064,203648,20112
42848,5P-IT,864691137019571054,325808,196016,19599
42849,6P-IT,864691136922775268,317264,203312,20551
42850,5P-NP,864691136008404396,316928,197776,20973
42851,5P-IT,864691135950006474,319792,196608,20787
42852,5P-ET,864691135717006740,321808,199152,21090
42853,5P-IT,864691136534917794,323056,200560,20777
42854,5P-IT,864691135966145226,325264,198848,20551
42855,5P-IT,864691137053640822,325712,199824,20383
42856,5P-IT,864691136272990654,326176,197408,20375
42857,6P-IT,864691135269759909,326368,207952,20757
42858,6P-IT,864691136056338136,326832,208144,20421
42859,6P-IT,864691136031683003,311872,206976,21077
42860,6P-IT,864691135683250418,313696,203488,21203
42861,6P-IT,864691135463526981,313776,206832,21799
42862,5P-IT,864691135373678409,314192,200816,21508
42863,5P-ET,864691135639070267,314576,195840,21171
42864,6P-IT,864691135341038277,317184,206560,21527
42865,6P-IT,864691136538371490,324560,205072,21525
42866,5P-IT,864691135446636372,311984,201824,22404
42868,5P-IT,864691136266449908,319344,182496,18601
42869,5P-IT,864691135373679689,320560,178720,18551
42870,5P-IT,864691136266658804,323632,197872,20526
42871,5P-ET,864691135082002167,316240,208112,20537
42873,6P-IT,864691135865912965,317520,202864,21731
42874,6P-IT,864691135345531039,324416,207520,21622
42875,5P-IT,864691136990263445,316496,195664,20055
42876,5P-IT,864691135307333958,317920,179824,18682
42877,5P-IT,864691135724592043,324128,203968,19158
42878,5P-IT,864691135386786689,321440,206832,19779
42879,6P-IT,864691135684426423,320656,205808,20325
42880,5P-IT,864691135132957856,321472,194608,21684
42882,5P-NP,864691135474985792,318480,201152,20415
42883,6P-IT,864691135699552290,320256,207232,20547
42884,5P-IT,864691135462736541,316512,194352,19231
42885,5P-ET,864691135850857671,320752,190368,18119
42886,5P-IT,864691136011261859,326832,200512,18309
42887,6P-IT,864691135334789865,322992,202448,21403
42888,6P-CT,864691136089275447,317248,206736,21796
42889,6P-IT,864691135396773409,319488,206880,21158
42890,5P-IT,864691135758850126,327264,197552,17998
42891,23P,864691137019975278,158000,107472,24542
42892,5P-IT,864691135475005504,311248,202288,20745
42893,5P-ET,864691135385235797,321872,182976,18699
42894,5P-IT,864691135256146607,321920,177008,18268
42895,5P-IT,864691135568905350,322384,183824,18300
42896,5P-IT,864691135544379176,323520,188496,18637
42897,5P-IT,864691135995340746,324160,181840,18621
42898,5P-IT,864691135577005317,326400,188224,18013
42899,5P-ET,864691135393979637,327152,185184,18395
42900,5P-IT,864691136039431422,312016,179376,19303
42901,5P-IT,864691136989954453,315824,180768,19093
42902,5P-IT,864691135780805712,319328,188256,19329
42903,5P-IT,864691135686903264,319952,177856,19254
42904,5P-IT,864691136004746954,320752,182176,19145
42905,5P-IT,864691135360142919,321936,188912,19217
42906,5P-IT,864691136056355544,322944,184112,19495
42907,5P-IT,864691135937379125,324400,189584,18947
42908,5P-ET,864691135617764239,327952,185408,19292
42909,5P-IT,864691135950857674,327696,182704,19063
42910,5P-IT,864691135463504197,312336,187632,19643
42911,5P-IT,864691135999955146,314432,181632,19677
42912,5P-IT,864691135440520264,315936,181968,20080
42913,5P-ET,864691135776562016,315856,189168,20255
42914,5P-IT,864691135644626671,316976,190288,19889
42915,5P-IT,864691135617752463,319856,177360,20170
42916,5P-IT,864691135737506929,322048,177392,19591
42917,5P-ET,864691135385239381,323904,190752,19798
42918,5P-ET,864691135269709989,327248,188784,20087
42919,5P-IT,864691135358836568,312320,178800,20621
42920,5P-IT,864691136723382269,315104,181968,20570
42921,5P-IT,864691135407269321,315872,186128,21043
42922,5P-ET,864691135684498068,316688,189440,20855
42923,5P-IT,864691135939354881,317696,177280,20395
42924,5P-IT,864691136175006726,317872,178336,20751
42925,5P-ET,864691135340992197,321472,178640,20871
42926,5P-IT,864691135639005755,321952,189648,20384
42927,5P-IT,864691136951578079,325872,184272,20549
42928,5P-ET,864691135134692889,326928,177040,20947
42929,5P-ET,864691135382556378,327584,190224,20870
42930,5P-IT,864691135366998777,312416,187024,21534
42931,5P-IT,864691136309649242,312240,180224,21389
42932,5P-IT,864691134939996771,313120,183888,21688
42933,5P-IT,864691136311839293,315936,179088,21097
42934,5P-IT,864691135736308884,319824,179408,21636
42935,5P-IT,864691136004370122,321760,176848,21697
42936,5P-IT,864691135403757294,326800,187024,21321
42937,5P-IT,864691135695979418,311392,180400,21946
42938,5P-IT,864691136451088639,313424,177456,22007
42939,5P-IT,864691135337726182,314160,185040,22316
42940,5P-IT,864691135122318887,317264,197792,22529
42941,6P-IT,864691135615804265,317760,205584,22452
42942,5P-NP,864691136922738148,318352,198832,22298
42944,4P,864691136973874972,177472,215072,23853
42945,5P-ET,864691135467856012,321888,188928,21180
42946,5P-ET,864691136329212906,317808,177840,21458
42948,5P-IT,864691134988815994,311520,184352,18874
42949,5P-IT,864691135182093314,312160,188336,21130
42950,5P-IT,864691136379101397,324864,179520,18062
42952,5P-IT,864691135490478439,326704,187376,19730
42953,5P-IT,864691135490478695,323088,191952,18149
42954,5P-IT,864691135696313498,323616,183648,21448
42956,5P-IT,864691135274080485,322288,180592,22139
42957,5P-IT,864691136273646093,322464,189136,22165
42958,5P-IT,864691135969034597,324208,183344,22159
42959,5P-IT,864691135494026128,325088,187280,21923
42960,5P-ET,864691135799762786,325392,186016,22480
42961,6P-IT,864691136989978005,317088,224176,20472
42962,6P-IT,864691135644626415,317424,217472,21049
42963,6P-IT,864691135909754537,319824,222160,21064
42964,6P-IT,864691135373643849,323456,220816,20681
42965,6P-IT,864691135941146740,324080,215216,20483
42966,6P-CT,864691135865595013,326576,214096,20589
42967,6P-CT,864691135212713088,327376,221200,20803
42968,6P-CT,864691135660509680,311424,213184,21123
42969,6P-IT,864691136065235096,312352,216176,21785
42970,6P-CT,864691135210043840,312928,212176,21787
42971,6P-CT,864691135974777546,313744,220016,21467
42972,6P-CT,864691135999408074,316320,216256,21636
42973,6P-CT,864691136540300962,317984,221232,21363
42974,6P-IT,864691135724202155,318208,213776,21081
42975,6P-IT,864691136194105302,318368,211120,21677
42976,6P-IT,864691135213071160,319488,223984,21499
42978,6P-CT,864691136236706063,322240,213568,21212
42979,6P-IT,864691135697430420,322960,209760,21568
42980,6P-IT,864691135382473946,323616,215872,21724
42981,6P-IT,864691136237501244,324064,214080,21454
42982,6P-IT,864691136723396093,324832,221360,21739
42983,6P-CT,864691135494011024,326352,224496,21563
42984,6P-IT,864691135997856970,327168,213200,21121
42985,6P-IT,864691135385199957,327312,216064,21399
42986,6P-IT,864691136538337442,311408,211120,22265
42987,6P-IT,864691135705730964,311984,221280,22128
42988,6P-IT,864691135012418806,314304,210480,22480
42989,6P-IT,864691135654062274,314480,211856,22076
42990,6P-IT,864691136194068950,314688,224896,21993
42991,6P-IT,864691136911647729,315072,220096,22015
42992,6P-CT,864691135685043092,315232,221056,22528
42993,5P-ET,864691136569007778,316960,212000,22567
42994,6P-IT,864691135478305478,317776,213328,21996
42995,5P-ET,864691135155543652,318640,221712,22498
42997,6P-IT,864691136594507938,319600,216624,22255
42999,6P-IT,864691135693076372,323456,223616,22398
43000,6P-IT,864691135516068594,323376,220160,21879
43001,6P-IT,864691135348267479,322960,225408,22136
43002,6P-IT,864691135210001600,325760,222080,21959
43003,6P-CT,864691135736902020,325808,224624,22095
43004,6P-IT,864691135986924035,326448,214896,21988
43005,5P-IT,864691135568908934,327312,211392,22079
43006,6P-CT,864691135322972572,311248,224304,22980
43007,6P-CT,864691136538365346,311280,217504,23185
43008,6P-CT,864691136965813710,311584,212656,23071
43009,6P-CT,864691135958439882,313024,224032,22705
43010,6P-IT,864691136390445695,313168,222768,23235
43011,6P-CT,864691135736023444,313136,222000,22871
43012,6P-IT,864691136311839805,313520,217136,23068
43013,6P-IT,864691135345169567,316448,213024,22964
43015,6P-CT,864691136266460916,318416,218304,23097
43016,6P-IT,864691135382471642,318528,211840,23035
43017,6P-IT,864691135731494292,323888,213232,23096
43018,6P-IT,864691135973847498,323872,212144,22736
43019,6P-CT,864691136436569502,325056,219664,22912
43020,6P-IT,864691135988675274,326160,212448,23100
43021,6P-CT,864691136535063202,326016,224864,23305
43023,6P-IT,864691136989954709,326880,222544,23098
43024,6P-IT,864691136023774521,311664,222544,23540
43025,6P-CT,864691135355264207,319264,220656,21703
43026,6P-CT,864691135737097348,316848,223920,21272
43027,6P-CT,864691135718730289,312000,216704,21224
43028,6P-CT,864691136309962586,200192,237408,23595
43029,6P-IT,864691135382836442,321984,212480,22163
43031,6P-IT,864691135939826177,324704,210624,22561
43032,5P-NP,864691135687213280,179808,216672,23361
43033,6P-IT,864691135538471794,323376,216688,21360
43034,6P-IT,864691135564893975,323488,219584,22775
43035,5P-IT,864691135501870914,318224,211632,21381
43036,6P-IT,864691135873847438,325632,213888,22287
43037,6P-IT,864691134947750396,317520,215616,21449
43038,6P-CT,864691135446961492,311536,210464,22772
43039,6P-IT,864691135946981985,321408,209936,20383
43040,6P-CT,864691135800040034,317984,215296,22613
43043,6P-IT,864691135382859482,319808,210512,20675
43044,6P-IT,864691135575414814,319280,211904,20909
43045,6P-CT,864691135975878467,315376,220336,21153
43046,6P-IT,864691135274539237,311968,211104,23866
43047,6P-CT,864691135644992495,327696,217600,22115
43048,6P-IT,864691136084062572,312064,215888,24068
43049,6P-IT,864691135463515205,314304,215888,24036
43050,6P-IT,864691134988476794,314848,215584,23726
43051,6P-CT,864691136536224674,314800,219712,23641
43052,6P-CT,864691135732230548,318608,211456,23409
43053,6P-CT,864691136561660322,319136,219296,23816
43054,6P-CT,864691135012424438,319344,224752,24079
43055,6P-CT,864691135975463747,319632,214800,23569
43056,6P-IT,864691135946668897,319680,220656,23431
43057,6P-IT,864691135909754025,320192,220032,23953
43058,6P-IT,864691135474625856,320208,216560,24016
43059,6P-IT,864691135732836756,320576,210176,23781
43060,6P-CT,864691136004014538,321920,221120,24011
43061,6P-IT,864691136989999765,322112,212688,23585
43062,6P-IT,864691136390405759,322320,216304,23631
43063,6P-IT,864691135474664256,323664,218560,23603
43064,6P-IT,864691135999415242,324496,220512,23757
43065,6P-IT,864691135888577417,324816,212192,23991
43066,6P-CT,864691135272170257,325136,216096,23381
43067,6P-CT,864691135974971338,325520,209248,23847
43068,6P-CT,864691136534287010,325648,214944,23709
43069,6P-IT,864691135341186737,326784,217376,24039
43070,6P-IT,864691136378788565,311280,212672,24797
43071,6P-IT,864691135474727232,312224,220656,24780
43072,6P-CT,864691136544540066,312448,216656,24388
43073,6P-CT,864691136328921578,312576,210496,24506
43074,6P-IT,864691136108703928,312192,215120,24900
43075,6P-IT,864691135780823888,313376,222832,24517
43076,6P-IT,864691135754583762,313328,219664,24867
43077,6P-IT,864691135508734217,313664,213344,24802
43078,6P-CT,864691135777087933,313808,224368,24263
43079,6P-CT,864691135393994229,313872,217280,24747
43080,6P-CT,864691135732636564,315568,219776,24300
43081,6P-CT,864691136540470178,317504,212736,24556
43082,6P-IT,864691135269753253,318176,212880,24342
43083,6P-IT,864691135925569806,318304,214464,24756
43084,6P-IT,864691135278217121,318592,221440,24370
43085,6P-IT,864691135706181268,319840,222992,24728
43086,6P-IT,864691136039386878,320096,212480,24268
43087,6P-CT,864691136010932387,322288,224128,24746
43088,6P-CT,864691136618415245,322544,224400,24186
43089,6P-IT,864691135864723932,322608,217936,24575
43090,6P-IT,864691136951579871,322736,211536,24418
43091,6P-IT,864691135858701160,322864,212000,24839
43092,6P-CT,864691135841087971,325456,220816,24430
43093,6P-IT,864691135684001684,312064,224016,25051
43094,6P-CT,864691136050915315,313104,216464,24962
43095,6P-IT,864691135945457444,313440,218256,25353
43096,6P-IT,864691136922753508,314544,214032,25173
43097,6P-IT,864691135490608103,314144,212480,25631
43098,6P-IT,864691136004040394,314064,221984,25646
43099,6P-CT,864691136534299298,315584,209664,24945
43100,6P-IT,864691136989996949,315728,220672,25501
43101,5P-IT,864691136745731950,316976,211552,24986
43102,6P-IT,864691135012434422,317040,216480,25597
43103,6P-IT,864691136545833634,317456,222784,24942
43104,6P-IT,864691135341008325,317616,214864,25308
43105,6P-IT,864691135983983306,317216,220880,25618
43106,6P-IT,864691136547826082,318224,219376,24996
43107,6P-IT,864691136194200296,318864,210752,25667
43108,6P-CT,864691136236705551,320608,223296,25408
43110,6P-CT,864691135986914563,322240,218864,24946
43111,6P-IT,864691135568910982,323312,211664,25237
43112,6P-IT,864691135939340801,323696,218688,25310
43113,6P-IT,864691135162275629,324784,221856,25336
43114,6P-IT,864691135731924628,325280,216816,25691
43115,6P-CT,864691135937208324,327136,223056,25178
43116,6P-IT,864691136741343086,326304,221072,25662
43117,6P-IT,864691136547908514,311568,213488,25773
43118,6P-CT,864691135945466660,313040,219808,25951
43119,6P-IT,864691135973525194,314208,210816,26279
43120,5P-ET,864691136742730350,315184,222880,26074
43121,6P-IT,864691135855621934,316224,213216,25741
43122,6P-CT,864691135382978539,316048,224880,26098
43123,6P-CT,864691135815481167,316384,216960,26188
43124,6P-CT,864691135691965844,316512,220368,26017
43125,5P-ET,864691135291747510,317200,216656,25936
43126,6P-CT,864691135709737620,316672,224128,26430
43127,6P-CT,864691135511235058,318288,222000,26054
43128,6P-IT,864691136551074466,320608,215648,26190
43129,6P-IT,864691135497626899,321616,209968,26240
43130,6P-IT,864691136065237656,323440,220816,25763
43131,6P-IT,864691135012490230,323488,221232,26095
43132,6P-IT,864691135682475924,324480,210176,25874
43133,6P-CT,864691136088955191,325936,222528,26245
43134,6P-IT,864691135462723390,326608,213600,25734
43135,6P-CT,864691136236685071,311504,221568,26522
43136,6P-IT,864691136000480458,312672,217184,26694
43137,5P-ET,864691135404000238,323552,222944,26424
43138,6P-IT,864691135939927974,323872,218672,26412
43139,6P-IT,864691135272376081,319920,216096,25532
43140,6P-IT,864691135697659925,317872,212000,25436
43141,6P-CT,864691135739885972,316656,210240,23606
43142,6P-IT,864691135926609876,323632,210032,23756
43143,6P-CT,864691135360436807,325376,218672,25421
43145,6P-CT,864691136990275989,319712,222880,26410
43146,6P-IT,864691135367484665,316688,211568,26262
43148,6P-CT,864691135538091634,314800,217840,26509
43149,6P-IT,864691135467566476,315072,224688,26655
43150,5P-ET,864691136737276014,317744,221216,26895
43151,6P-IT,864691136541452706,318352,223200,26685
43152,6P-CT,864691135966039498,318720,224640,26770
43153,6P-IT,864691136548294818,318832,214992,26890
43154,6P-IT,864691136482901804,319232,219808,26543
43155,6P-IT,864691135472148420,322176,217632,26841
43156,6P-IT,864691135684712852,324144,216624,26554
43157,6P-IT,864691135866417174,325440,212784,26609
43158,5P-ET,864691136538583714,316720,236096,15222
43159,6P-IT,864691136542734498,317072,227264,15527
43160,6P-CT,864691136236690191,317168,237472,15432
43161,6P-IT,864691136486776850,321200,226624,15166
43162,6P-IT,864691135758498126,323552,226544,15239
43163,6P-IT,864691136004722122,324528,229440,15258
43164,6P-IT,864691135012915606,325328,226208,15701
43166,6P-IT,864691136542806946,314496,233952,16071
43167,6P-IT,864691136004744394,314672,227168,16176
43168,6P-IT,864691136735824750,317488,233344,15983
43169,6P-IT,864691135909775785,317568,226816,16100
43170,6P-IT,864691135373681993,320400,231664,16256
43171,6P-IT,864691135274114277,320432,227600,15899
43172,6P-IT,864691135865540485,323744,229744,15810
43173,6P-CT,864691136209007292,313104,232832,16868
43174,6P-IT,864691135081700599,315728,233024,16730
43175,6P-IT,864691135735551380,316880,234480,17150
43176,6P-IT,864691135065024324,319680,234128,16500
43177,6P-IT,864691135739599508,323456,228352,17054
43178,6P-IT,864691135866395926,324768,231568,16511
43179,6P-IT,864691136973685276,311984,238000,17890
43180,6P-CT,864691135737082516,311888,241840,17880
43181,6P-IT,864691135012546294,314224,231792,17407
43182,6P-CT,864691136039406078,317456,236080,17469
43183,6P-IT,864691135855621678,320224,235568,17833
43184,6P-CT,864691135937177860,320576,227584,17682
43185,6P-IT,864691136004762826,320128,240160,18012
43186,6P-CT,864691135657778306,322960,234800,17252
43187,6P-IT,864691135888506761,322928,234768,17424
43188,6P-IT,864691135715234330,323440,225712,17723
43189,6P-IT,864691134964441631,324384,232704,17452
43190,6P-IT,864691135748698153,313360,230256,15806
43191,6P-IT,864691135564668503,311392,230944,18340
43192,6P-CT,864691135952001059,311536,239024,18167
43193,6P-IT,864691135058569371,313008,233840,18240
43194,6P-IT,864691135954098440,317856,229824,15737
43195,6P-CT,864691135776143533,320480,221424,26694
43196,6P-CT,864691135937480964,313168,226880,17835
43197,6P-IT,864691135472313650,320880,237168,17276
43198,6P-IT,864691135693054655,325696,228896,17368
43199,6P-IT,864691136361782242,321408,240464,17715
43201,6P-IT,864691135725823295,326704,229712,15842
43202,6P-IT,864691135691226772,314144,234992,18570
43203,6P-IT,864691136569934498,314544,239968,18142
43204,6P-CT,864691135341163185,314736,233040,18421
