Unnamed: 0,cell_type,pt_root_id,pt_x,pt_y,pt_z
39551,6P-CT,864691136601564113,271952,244064,19731
39552,6P-IT,864691135373743945,273952,244880,19904
39553,6P-IT,864691135686886368,277104,244784,19729
39554,6P-IT,864691137196924481,276992,247408,19668
39555,6P-IT,864691135864086142,262992,251904,20481
39556,6P-CT,864691135865569157,263824,248736,20755
39557,6P-IT,864691135683934903,263952,243360,20822
39558,6P-CT,864691135654028994,269632,244528,20825
39559,6P-IT,864691136136648829,275008,244320,20819
39560,6P-CT,864691136900865646,276480,249824,21052
39561,6P-IT,864691136266458100,277936,244192,20812
39562,5P-ET,864691135815791183,264128,253600,20867
39564,6P-CT,864691135132937120,271280,242944,20909
39565,6P-CT,864691135941463156,269344,250496,20055
39567,6P-CT,864691135937482500,265328,243152,20671
39568,6P-IT,864691136966029006,275936,243952,18817
39570,6P-CT,864691135782391603,272672,253024,21822
39571,6P-CT,864691135494075792,274128,247200,21293
39572,6P-IT,864691135724242091,274880,246224,21844
39573,6P-CT,864691135939747494,278528,241632,20786
39574,6P-CT,864691136908297582,275520,246544,21090
39575,6P-IT,864691135994541738,277280,244368,21130
39577,6P-IT,864691136108753080,262032,244256,22451
39578,6P-IT,864691135807300637,263600,243808,22140
39579,6P-CT,864691136266425076,265328,253888,22081
39580,6P-CT,864691136482924332,265328,242880,22589
39581,6P-IT,864691136925380170,267200,247008,21984
39582,6P-CT,864691135736932484,267344,242512,22474
39583,6P-IT,864691135695982746,267648,243680,22064
39584,6P-IT,864691136723576317,269136,249808,22026
39585,6P-IT,864691135463530309,270640,242384,22363
39586,6P-CT,864691135697371669,273696,242080,22496
39587,6P-IT,864691135274148069,273984,248832,21883
39588,6P-CT,864691135570945005,263200,243408,23116
39591,6P-CT,864691135293088780,268016,247568,22691
39592,6P-IT,864691135994547626,268720,249840,22731
39593,6P-IT,864691135303208871,268880,246144,23188
39594,6P-IT,864691135269700005,270160,255984,22640
39595,6P-CT,864691135385354837,270096,243200,22641
39596,6P-IT,864691134947465724,270624,253200,22971
39597,6P-CT,864691135564546071,270800,252320,22707
39598,6P-IT,864691136023783481,270928,254672,23403
39599,6P-CT,864691136194179560,272704,252656,22663
39600,6P-CT,864691135463531845,275520,255104,23086
39601,6P-IT,864691135994579626,276432,250480,22934
39602,6P-CT,864691136952053471,274320,251280,19574
39603,6P-IT,864691135403884782,277360,253136,22322
39605,23P,864691136521694353,304016,106208,16819
39606,23P,864691135508871945,298880,109328,17242
39607,4P,864691136418767511,184288,160080,16095
39608,23P,864691135809517004,282112,86576,24497
39609,23P,864691135155518308,282048,89232,24581
39610,23P,864691135986919427,291920,83072,24633
39611,23P,864691135641957443,278832,92512,25145
39613,23P,864691135113198489,297184,106448,15402
39614,23P,864691136535424418,298992,103872,15258
39615,23P,864691135373685833,300032,107664,15201
39616,23P,864691135715234074,302400,110192,15273
39617,6P-IT,864691135210374080,269264,246608,20637
39619,6P-CT,864691135618088591,267040,245088,21836
39620,6P-CT,864691134964700191,270256,252240,21466
39621,6P-CT,864691136005116362,266832,243392,23182
39622,23P,864691135122670631,302096,105232,15386
39623,6P-CT,864691135856039726,268848,244352,22266
39624,6P-CT,864691135739898004,271536,257472,23376
39628,6P-CT,864691135338068454,267648,256784,23171
39629,6P-IT,864691135210435008,274720,245440,22745
39630,6P-IT,864691136662437342,273744,249344,21421
39631,6P-CT,864691135303513767,268512,248672,21224
39632,6P-IT,864691135386802049,274992,243136,23152
39633,23P,864691135462736446,303936,99392,15283
39634,23P,864691136390391167,306720,110048,15314
39635,23P,864691135516294642,309088,109600,15499
39636,23P,864691136537570210,310000,103584,15669
39637,23P,864691135348268503,296208,94688,15803
39638,23P,864691135575119902,297376,108176,16271
39639,23P,864691135585145724,299264,97872,16072
39641,23P,864691136922772708,302912,107376,15851
39642,23P,864691135354958031,305552,104560,16423
39643,23P,864691135737365140,305824,98032,16293
39644,23P,864691135570681581,305856,107072,16279
39645,23P,864691135058574235,307984,106032,15717
39647,23P,864691136774067054,294960,109168,16938
39648,23P,864691135965590986,295520,107552,16621
39649,23P,864691135776600416,296624,100736,16561
39650,23P,864691135730143417,298672,102448,16903
39651,23P,864691135341001413,299488,108960,16847
39652,23P,864691135617763215,300176,107056,17094
39653,23P,864691136973682716,300880,109728,16730
39654,23P,864691136010933411,303136,108240,17216
39655,23P,864691135690548884,304048,109184,16480
39656,23P,864691136084072044,303936,110240,17102
39658,23P,864691136618486157,308448,105312,16830
39659,23P,864691135807249949,309552,107104,16858
39660,23P,864691136388581648,299008,107488,17364
39661,23P,864691135440509768,301504,110208,17692
39662,23P,864691135939342593,302880,104368,17941
39663,23P,864691135939289857,303360,110800,17840
39664,23P,864691135463518277,307088,110544,17524
39666,23P,864691135348304343,308752,107088,17304
39667,23P,864691135730142393,308800,106944,17812
39668,23P,864691136482882348,297984,109776,18075
39669,23P,864691135213048632,300416,109920,18147
39670,23P,864691136008427436,300784,105792,18395
39671,23P,864691135467545996,304272,105824,18586
39672,23P,864691135717520532,304944,109792,18215
39673,23P,864691135699287586,307376,109968,18125
39674,23P,864691135994629802,310272,110624,18003
39675,23P,864691136989954965,298336,108720,19363
39676,23P,864691135865542533,300048,109184,19218
39677,23P,864691135775813805,307664,104224,19509
39678,23P,864691135850425543,308896,109072,19514
39679,23P,864691135855601198,310480,106928,19454
39681,23P,864691135644624623,295616,104128,19671
39682,23P,864691136906663790,295616,106960,20087
39683,23P,864691135334519529,298336,108528,20162
39684,23P,864691136039387390,299360,110272,19736
39685,23P,864691135058568603,299952,107456,20018
39686,23P,864691136236710159,300304,106752,19794
39687,23P,864691136550977442,302864,107056,20166
39688,23P,864691135807519005,303808,100080,19255
39689,6P-CT,864691135585375612,198224,228512,22906
39690,23P,864691134947710972,308496,108528,16415
39691,23P,864691135516203987,300320,109024,20312
39692,23P,864691135446950740,307264,109792,18714
39693,23P,864691136175471622,296768,101008,16000
39694,23P,864691136379108053,302944,108688,15702
39695,23P,864691136966029774,297824,110384,18767
39696,23P,864691135564980823,295728,107904,17663
39697,23P,864691135999308746,303824,102560,19861
39698,23P,864691136020281848,306896,106656,19801
39699,23P,864691136001609162,310688,107440,20005
39700,23P,864691135081667831,298304,104256,20760
39701,23P,864691136361516514,302624,108000,20482
39702,23P,864691136989998485,302304,110400,20349
39703,23P,864691135686907104,304048,98944,20428
39704,23P,864691135341005509,304000,101216,21057
39705,23P,864691135776562784,307040,100496,20768
39706,23P,864691135644619247,307024,109264,20574
39707,23P,864691135581591661,308880,102272,20725
39708,23P,864691135734341780,310112,108832,20467
39709,23P,864691135994560426,311216,100240,20509
39710,23P,864691136907656302,294928,103552,21324
39711,23P,864691135865518213,296000,110864,20991
39712,23P,864691135962515146,297568,109504,21506
39713,23P,864691135937183492,298032,103520,21384
39714,23P,864691136031713979,298960,110112,21141
39715,23P,864691135699269922,299376,104224,21503
39716,23P,864691136023788345,299792,110272,21459
39717,23P,864691135865538181,300992,107184,21591
39718,23P,864691135777127613,301120,107984,21810
39719,23P,864691135866405398,303712,109360,21098
39720,23P,864691135385301077,303968,108336,21312
39721,23P,864691135939352065,305392,107328,21259
39722,23P,864691135497630995,306384,103008,21436
39724,5P-IT,864691134940133987,243024,193808,22033
39725,23P,864691135945458212,298256,110880,22360
39726,23P,864691135847933022,299712,109072,22100
39727,23P,864691135207755897,300176,97776,22429
39728,23P,864691135155543908,303184,102672,22019
39729,23P,864691136041027670,303552,106160,22477
39730,23P,864691136594511266,305152,107216,22238
39731,23P,864691135937656117,209584,90384,17587
39732,23P,864691135212658048,307344,105776,22311
39733,23P,864691136194064854,308480,100944,22305
39734,23P,864691135809475020,295776,100336,22939
39735,23P,864691135454073706,296160,101824,23063
39736,23P,864691135340982469,296560,107408,22748
39737,23P,864691136266451956,296720,96128,23328
39738,23P,864691137019570030,297328,109488,22880
39739,23P,864691136378773973,297600,101600,22659
39740,23P,864691135692785855,297920,103104,23333
39741,23P,864691135654064066,298176,97664,23097
39742,23P,864691135341098437,298864,98480,22660
39743,23P,864691135155537764,300304,100912,22985
39744,23P,864691135735681684,301456,106288,22860
39745,23P,864691136194192872,301888,108864,23356
39746,23P,864691135544403496,305200,106592,23088
39747,23P,864691136000602570,306832,95088,22719
39748,23P,864691135440485192,306912,107184,23264
39749,23P,864691136023765049,307072,96928,22992
39750,23P,864691136723389949,307488,103152,23091
39751,23P,864691135644703215,307520,108032,22691
39752,23P,864691135855576366,307840,101136,22919
39753,23P,864691135515936467,308000,108112,22978
39754,23P,864691136965814990,309392,109952,22973
39755,23P,864691136482883884,309616,103216,22981
39756,23P,864691135937192708,294816,109536,23505
39757,23P,864691135322973596,296080,105616,23979
39758,23P,864691135937381429,296800,102032,23449
39759,23P,864691135385233237,297952,94864,24082
39760,23P,864691135538090610,298368,109664,23865
39761,23P,864691136311838269,299136,100944,23388
39762,23P,864691136040999766,299424,106592,23958
39763,23P,864691135478292678,299488,102256,23511
39764,23P,864691135950727626,299840,107040,23636
39766,23P,864691135354919631,303600,101488,23430
39767,23P,864691135490641895,305008,103920,23714
39768,23P,864691135494352784,298016,110960,21310
39769,23P,864691135683577842,297216,107424,20732
39770,23P,864691135937485828,299040,104688,23218
39772,23P,864691136617447899,301456,108688,22032
39774,23P,864691136418876823,295120,95904,23505
39777,23P,864691135618110095,305440,101664,21724
39778,23P,864691135428869424,300816,103632,21179
39779,23P,864691136143834676,301712,106704,20965
39780,23P,864691136483206700,311136,109728,23119
39781,23P,864691136601579729,308048,103760,23622
39782,23P,864691136388583440,308592,102336,23492
39783,23P,864691136236687887,309376,104080,24104
39784,23P,864691136039429374,309808,102272,23832
39785,23P,864691135699258914,310544,97392,23858
39786,23P,864691135385240405,295072,103024,24490
39787,23P,864691135615786089,295456,109024,24314
39788,23P,864691135501585986,295696,101808,24643
39789,23P,864691135012907926,295728,108048,24704
39790,23P,864691135855604526,296432,94656,24201
39791,23P,864691135888525193,297056,101664,24294
39792,23P,864691135654061762,300464,100128,24194
39793,23P,864691135715232538,300640,94624,24515
39794,23P,864691135012426486,300816,109744,24413
39795,23P,864691135739600788,301104,104704,24651
39796,23P,864691135474721600,304864,109296,24597
39797,23P,864691136361508322,305712,102816,24492
39799,23P,864691135865575557,306192,105344,24231
39800,23P,864691135945460516,306544,104544,24495
39802,23P,864691135212692608,296288,110192,25505
39803,23P,864691135515938003,299216,103312,25634
39804,23P,864691135974451055,301360,100384,25614
39805,23P,864691135683250930,302464,104224,25111
39806,23P,864691136547653282,302880,99328,25425
39807,23P,864691135945458724,304704,103584,25619
39808,23P,864691135274081765,307040,101632,25302
39809,23P,864691136546771618,307456,107440,25691
39810,23P,864691136378791637,308544,98688,25509
39811,23P,864691135385239893,308992,100624,25047
39812,23P,864691135807249693,309952,108064,25274
39813,23P,864691135865545349,310176,99680,25292
39814,23P,864691135428521520,309280,102496,25678
39815,23P,864691135699269666,310608,109184,24965
39816,23P,864691135360140359,295792,101936,26405
39818,23P,864691135155545188,297136,106944,26429
39819,23P,864691135394137333,300000,108672,26701
39820,23P,864691136907641454,299120,102560,26291
39821,23P,864691136951954143,306112,106560,26145
39822,23P,864691135403784174,301824,105904,25806
39823,23P,864691135730196153,302640,101456,26348
39824,23P,864691135345174175,302880,101376,25971
39825,23P,864691135771715915,305776,100368,26016
39827,23P,864691135538088818,307376,99504,26339
39828,23P,864691136175008518,308016,101072,25850
39829,23P,864691136039401214,309584,97040,25754
39830,23P,864691136041033046,310272,96192,25989
39831,23P,864691135740215403,310288,103360,26249
39832,23P,864691136672675975,296000,98096,26615
39835,23P,864691136001934794,297536,98416,26894
39837,23P,864691135213065272,300400,103408,26716
39838,23P,864691135212687488,302640,106400,26995
39839,23P,864691135348286167,303280,96272,26643
39840,23P,864691135777166525,303344,109120,26694
39841,23P,864691135064995652,303152,110352,26454
39842,23P,864691135775814829,303488,96528,27212
39843,23P,864691136000744394,305200,99456,26507
39844,23P,864691135510437840,305904,100800,26717
39845,23P,864691135207725945,294496,108560,27431
39846,23P,864691135918357168,295808,110480,27484
39847,23P,864691135925568782,297872,106368,27527
39852,23P,864691135491616863,305200,110976,25616
39853,23P,864691136273221054,297136,102368,25071
39854,4P,864691136436766878,209600,153744,19680
39857,23P,864691136084478572,308800,100336,26708
39859,23P,864691136116461732,307088,103184,27234
39860,6P-IT,864691135463815749,184160,235312,23262
39863,23P,864691135382861274,310304,110144,23410
39865,6P-CT,864691135692722367,276848,243712,23200
39866,6P-CT,864691135560495073,278352,243440,23064
39867,6P-CT,864691135994556842,264576,257200,23496
39868,6P-CT,864691136031742907,267648,254448,23936
39869,6P-CT,864691135968939109,267280,243312,23743
39870,6P-IT,864691136388580112,268256,246896,23515
39871,6P-IT,864691136008419244,269392,246768,23979
39873,6P-CT,864691135688515012,269696,254400,23887
39874,6P-IT,864691135739589524,272144,249840,23660
39875,6P-CT,864691135632515268,272384,242912,23612
39876,6P-CT,864691135866432534,273504,244256,23489
39877,6P-CT,864691135585170556,274240,247488,23806
39878,6P-IT,864691135945398564,275520,250880,24110
39879,6P-CT,864691135739574420,276608,243888,23499
39880,6P-CT,864691136868395630,276992,246256,24111
39881,6P-CT,864691135614142155,262240,255952,24247
39882,6P-CT,864691134939981923,262256,244624,24208
39883,6P-IT,864691136040985942,262576,248416,24414
39884,6P-IT,864691136965767374,263936,248832,24796
39885,6P-CT,864691135656092356,265568,243776,24517
39886,6P-CT,864691135850463687,266080,244000,24227
39887,6P-IT,864691135695973274,267696,251968,24630
39888,6P-CT,864691136893386606,267728,246752,24737
39889,6P-IT,864691135462782782,270576,243552,24858
39890,6P-IT,864691136236748047,272464,251808,24304
39891,6P-CT,864691135695947162,272928,254640,24485
39892,6P-IT,864691135396379937,274608,244144,24159
39893,6P-IT,864691135809462220,276624,252848,24607
39895,6P-CT,864691135491216479,277168,242560,24693
39896,6P-IT,864691135753692621,278368,256256,24754
39898,6P-IT,864691136208990652,263472,243040,25636
39899,6P-CT,864691135622775492,265712,250240,25261
39900,5P-ET,864691135561726194,267824,247504,25245
39901,6P-IT,864691136867861870,269072,248560,25541
39902,6P-CT,864691136286555075,271616,250080,25358
39903,6P-IT,864691135337692134,272512,246080,25506
39904,6P-IT,864691135560523745,276512,243744,25014
39905,6P-IT,864691135753653197,276512,248816,25508
39906,6P-IT,864691135473849525,277152,254416,25374
39907,6P-IT,864691135974432367,262320,246848,25959
39908,6P-IT,864691135587050994,264368,250528,26231
39909,6P-IT,864691135785245636,266048,252080,26219
39910,6P-IT,864691135303200423,266656,245904,25960
39911,6P-IT,864691136226990161,267568,244592,25983
39912,6P-IT,864691135497622803,268848,249392,25803
39913,6P-CT,864691135181838338,268736,249392,26069
